fiscal_year,payroll_number,agency_name,agency_start_date,work_location_borough,title_description,leave_status_as_of_june_30,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
2020,67,ADMIN FOR CHILDREN'S SVCS,2014-12-01T00:00:00.000,MANHATTAN,AGENCY ATTORNEY,ON LEAVE,82137.00,per Annum,0,1200.94,0,0.00,46.28
2020,67,ADMIN FOR CHILDREN'S SVCS,2011-07-18T00:00:00.000,BRONX,AGENCY ATTORNEY,CEASED,77801.00,per Annum,0,872.10,0,0.00,52.93
2020,67,ADMIN FOR CHILDREN'S SVCS,2016-12-12T00:00:00.000,MANHATTAN,AGENCY ATTORNEY,CEASED,74909.00,per Annum,0,773.89,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-04-23T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,CEASED,53519.00,per Annum,0,0.00,10,366.17,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2014-10-06T00:00:00.000,MANHATTAN,AGENCY ATTORNEY,CEASED,77801.00,per Annum,0,290.20,0,0.00,10.05
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-02-05T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,CEASED,53519.00,per Annum,0,0.00,4,153.99,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,1999-09-13T00:00:00.000,MANHATTAN,PROGRAM EVALUATOR,CEASED,87473.00,per Annum,0,-299.57,0,0.00,299.57
2020,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,SUPERVISOR II,CEASED,67234.00,per Annum,35,-294.82,0,0.00,294.82
2020,67,ADMIN FOR CHILDREN'S SVCS,2006-10-16T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,CEASED,54720.00,per Annum,0,-3801.97,0,0.00,3801.97
2020,67,ADMIN FOR CHILDREN'S SVCS,2017-07-10T00:00:00.000,BROOKLYN,JUVENILE COUNSELOR,CEASED,44426.00,per Annum,0,-5178.09,0,5.92,4.13
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-09-16T00:00:00.000,BROOKLYN,AGENCY ATTORNEY INTERNE,ACTIVE,71757.00,per Annum,1400,43564.99,0,0.00,33.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2016-11-14T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1385,39339.76,99,3490.64,633.36
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-08-26T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ON LEAVE,45759.00,per Annum,1512.25,38704.39,112.5,3865.95,585.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-11-18T00:00:00.000,MANHATTAN,PROGRAM EVALUATOR,ACTIVE,76745.00,per Annum,1085,41916.17,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-09-09T00:00:00.000,MANHATTAN,CONGREG CARE SPEC - ACS,ACTIVE,42731.00,per Annum,1435,33174.37,144.25,3953.34,3052.95
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-08-26T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,45759.00,per Annum,1333.75,39332.84,11.75,340.45,136.14
2020,67,ADMIN FOR CHILDREN'S SVCS,2020-01-09T00:00:00.000,MANHATTAN,ADMINISTRATIVE DIRECTOR OF RESIDENTIAL CHILD CARE,ACTIVE,85000.00,per Annum,840,39016.44,0,0.00,35.11
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-10-15T00:00:00.000,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,56650.00,per Annum,1253,38735.90,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-02-04T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,CEASED,55125.00,per Annum,1190,34814.21,40,1443.91,2309.50
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-11-25T00:00:00.000,BRONX,PROTECTION AGENT,ACTIVE,66809.00,per Annum,1200,38333.10,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2004-04-19T00:00:00.000,MANHATTAN,COMMUNITY ASSISTANT,ACTIVE,37398.00,per Annum,1820,36823.81,21.75,508.69,598.77
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-04-29T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,50757.00,per Annum,1364,37698.24,0,0.00,8.25
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-10-07T00:00:00.000,MANHATTAN,CONGREG CARE SPEC - ACS,ACTIVE,42731.00,per Annum,1295,30007.14,172.25,5392.23,1792.87
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-09-23T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,45759.00,per Annum,1295,35138.44,26.25,864.06,392.80
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-10-01T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,49318.00,per Annum,1400,32329.86,82.75,2617.01,1268.23
2020,67,ADMIN FOR CHILDREN'S SVCS,2016-06-27T00:00:00.000,BRONX,*COOK,ON LEAVE,41388.00,per Annum,1920,32403.17,37.75,1174.10,877.51
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-11-12T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,55125.00,per Annum,1113,31277.75,47,1771.07,71.56
2020,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,QUEENS,CHILD WELFARE SPECIALIST,ACTIVE,65138.00,per Annum,1015,29799.81,17.5,670.86,2221.60
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-11-12T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,55125.00,per Annum,1113,31153.39,39.5,1257.09,13.81
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-11-12T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,55125.00,per Annum,1113,31347.54,21.5,736.96,136.47
2020,67,ADMIN FOR CHILDREN'S SVCS,2007-11-19T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,CEASED,60327.00,per Annum,910,28716.99,34.75,1354.78,2114.64
2020,67,ADMIN FOR CHILDREN'S SVCS,2016-11-29T00:00:00.000,MANHATTAN,ADMINISTRATIVE STAFF ANALYST,CEASED,114000.00,per Annum,490,30531.44,0,0.00,579.74
2020,67,ADMIN FOR CHILDREN'S SVCS,2008-09-08T00:00:00.000,RICHMOND,CHILD WELFARE SPECIALIST SUPERVISOR,ACTIVE,81126.00,per Annum,270.75,29819.01,0,0.00,311.18
2020,67,ADMIN FOR CHILDREN'S SVCS,2017-02-13T00:00:00.000,RICHMOND,AGENCY ATTORNEY,CEASED,79552.00,per Annum,112,8750.10,0,0.00,20310.74
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-11-25T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,45759.00,per Annum,1050,25325.53,70.5,2060.01,132.65
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-07-22T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,CEASED,55125.00,per Annum,980,26054.37,15.25,476.51,96.14
2020,67,ADMIN FOR CHILDREN'S SVCS,2020-01-21T00:00:00.000,MANHATTAN,STAFF ANALYST,ACTIVE,57590.00,per Annum,763,24011.58,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-11-12T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,CEASED,55125.00,per Annum,833,22972.98,31.75,1014.02,22.06
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-12-30T00:00:00.000,MANHATTAN,CONGREG CARE SPEC - ACS,ACTIVE,41486.00,per Annum,875,19833.98,86,2293.99,648.21
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-03-25T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,CEASED,45759.00,per Annum,707.25,16779.71,92.25,2729.88,1072.44
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-07-09T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,49318.00,per Annum,660,17926.75,20.25,604.00,372.52
2020,67,ADMIN FOR CHILDREN'S SVCS,2020-02-24T00:00:00.000,MANHATTAN,STAFF ANALYST,ACTIVE,57590.00,per Annum,595,18724.65,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-09-30T00:00:00.000,BROOKLYN,PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR,ACTIVE,25.19,per Hour,717.4,18071.36,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-04-23T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,CEASED,53519.00,per Annum,525,15356.60,0,0.00,1997.99
2020,67,ADMIN FOR CHILDREN'S SVCS,2005-09-19T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,CEASED,57070.00,per Annum,516.35,16105.92,0,0.00,1122.61
2020,67,ADMIN FOR CHILDREN'S SVCS,2020-03-16T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,45759.00,per Annum,560,14498.55,0,0.00,84.54
2020,67,ADMIN FOR CHILDREN'S SVCS,2011-07-04T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,CEASED,45759.00,per Annum,630,9832.02,9.5,251.69,1941.01
2020,67,ADMIN FOR CHILDREN'S SVCS,2006-06-26T00:00:00.000,MANHATTAN,SUPERVISING SPECIAL OFFICER,CEASED,54226.00,per Annum,136,4702.41,60.5,2881.64,3274.54
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-02-04T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,CEASED,53519.00,per Annum,315,8571.27,25.75,811.72,1270.31
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-10-29T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,58782.00,per Annum,1820,54808.05,222.25,8724.23,635.92
2020,67,ADMIN FOR CHILDREN'S SVCS,2016-10-17T00:00:00.000,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,64890.00,per Annum,1820,63896.56,0,0.00,110.99
2020,67,ADMIN FOR CHILDREN'S SVCS,2002-04-29T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60351.00,per Annum,1820,58958.81,0,0.00,4830.40
2020,67,ADMIN FOR CHILDREN'S SVCS,2016-02-08T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,64547.00,per Annum,1751,61450.32,15,582.23,1629.03
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-02-04T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,55125.00,per Annum,1820,53791.70,264.25,9533.52,48.10
2020,67,ADMIN FOR CHILDREN'S SVCS,2008-01-14T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,58937.60,10.75,359.21,4052.30
2020,67,ADMIN FOR CHILDREN'S SVCS,2013-12-09T00:00:00.000,MANHATTAN,ACCOUNTANT,ACTIVE,64558.00,per Annum,1820,56723.08,0,0.00,6590.82
2020,67,ADMIN FOR CHILDREN'S SVCS,2007-08-13T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,58937.60,0,0.00,4125.51
2020,67,ADMIN FOR CHILDREN'S SVCS,2015-12-14T00:00:00.000,MANHATTAN,STAFF ANALYST,ACTIVE,65307.00,per Annum,1820,62812.52,0,0.00,49.50
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-09-04T00:00:00.000,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,65000.00,per Annum,1820,62610.50,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2014-08-04T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,58937.60,25.25,1128.48,2529.49
2020,67,ADMIN FOR CHILDREN'S SVCS,2009-04-20T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1680,54571.58,106.75,4078.86,3943.74
2020,67,ADMIN FOR CHILDREN'S SVCS,2011-07-04T00:00:00.000,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,62215.00,per Annum,1820,61259.83,10.25,369.22,626.20
2020,67,ADMIN FOR CHILDREN'S SVCS,2011-07-04T00:00:00.000,MANHATTAN,ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES,ON LEAVE,71760.00,per Annum,1330,51443.81,158,7531.32,2952.10
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-10-29T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,58782.00,per Annum,1820,54808.05,179.75,6582.62,523.93
2020,67,ADMIN FOR CHILDREN'S SVCS,2013-10-21T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,58937.60,0,0.00,2426.99
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-10-28T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,CEASED,45759.00,per Annum,323.5,8155.32,15.25,381.95,86.40
2020,67,ADMIN FOR CHILDREN'S SVCS,2016-02-08T00:00:00.000,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,62215.00,per Annum,1820,60749.67,3.25,104.45,275.15
2020,67,ADMIN FOR CHILDREN'S SVCS,2014-02-10T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,53815.33,109.75,4531.08,2461.96
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-10-29T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,58782.00,per Annum,1820,54808.05,155.25,5324.85,407.60
2020,67,ADMIN FOR CHILDREN'S SVCS,2017-02-06T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,58937.60,6.75,224.55,1066.42
2020,67,ADMIN FOR CHILDREN'S SVCS,2011-07-04T00:00:00.000,BROOKLYN,CUSTODIAN,ACTIVE,62709.00,per Annum,2000,53090.49,155.25,6659.96,310.09
2020,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,BROOKLYN,CHILD WELFARE SPECIALIST,ACTIVE,55982.00,per Annum,1820,55114.48,0,0.00,4830.40
2020,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,CHILD WELFARE SPECIALIST,ACTIVE,55880.00,per Annum,1820,55014.06,0,0.00,4830.40
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-02-05T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,58033.77,8.93,398.57,1367.68
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-02-25T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,49318.00,per Annum,1820,47863.50,262.5,9296.19,2630.38
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-04-22T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,49318.00,per Annum,1820,47093.64,305.25,10650.30,1789.73
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-04-29T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,55125.00,per Annum,1820,52424.56,195.5,6847.53,200.91
2020,67,ADMIN FOR CHILDREN'S SVCS,2017-02-06T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ON LEAVE,60327.00,per Annum,1820,57734.35,21.5,734.64,999.52
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-10-29T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,58782.00,per Annum,1820,54808.05,89.75,3594.84,799.05
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-09-10T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,49318.00,per Annum,1820,49025.72,287.25,10004.41,156.16
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-04-29T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,55125.00,per Annum,1820,52794.38,163.75,5791.04,80.28
2020,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,BROOKLYN,PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR,ACTIVE,53295.00,per Annum,1820,54340.25,0,0.00,4219.78
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-04-23T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,56935.62,13.75,513.08,973.51
2020,67,ADMIN FOR CHILDREN'S SVCS,2014-03-17T00:00:00.000,MANHATTAN,PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR,ACTIVE,61335.00,per Annum,1820,57810.83,0,10.01,57.75
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-04-23T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,55125.00,per Annum,1820,54278.50,21.5,696.98,783.26
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-09-17T00:00:00.000,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,54765.00,per Annum,1820,53924.28,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,1998-03-23T00:00:00.000,MANHATTAN,BOOKKEEPER,ACTIVE,49870.00,per Annum,1820,49104.24,0,0.00,4560.87
2020,67,ADMIN FOR CHILDREN'S SVCS,2005-01-24T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1750,49150.99,0,0.00,3528.98
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-03-25T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,49318.00,per Annum,1708.5,44055.19,241.25,7826.21,162.26
2020,67,ADMIN FOR CHILDREN'S SVCS,2016-05-16T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1666,50324.36,0,0.00,1299.40
2020,67,ADMIN FOR CHILDREN'S SVCS,2007-09-10T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1470,47020.75,22.75,973.17,3434.76
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-06-24T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,45759.00,per Annum,1885.25,48255.06,63,1917.78,1133.84
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-04-22T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,49318.00,per Annum,1820,47269.64,76.25,2355.15,1500.69
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-04-22T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,49318.00,per Annum,1820,44102.55,221.75,6620.72,152.90
2020,67,ADMIN FOR CHILDREN'S SVCS,2015-03-23T00:00:00.000,MANHATTAN,COMMUNITY ASSOCIATE,ACTIVE,50928.00,per Annum,1820,50146.26,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2014-08-04T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1470,47399.53,29,1020.24,1647.23
2020,67,ADMIN FOR CHILDREN'S SVCS,1999-09-13T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,CEASED,64525.00,per Annum,1274,46279.05,2.5,95.00,3556.40
2020,67,ADMIN FOR CHILDREN'S SVCS,2017-07-17T00:00:00.000,BROOKLYN,SPECIAL OFFICER,ACTIVE,35985.00,per Annum,2080,35562.62,368.5,9736.73,3902.26
2020,67,ADMIN FOR CHILDREN'S SVCS,2018-04-23T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ON LEAVE,58782.00,per Annum,1610,47555.37,17.25,530.05,858.13
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-02-04T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,55125.00,per Annum,1610,46969.39,46.75,1485.40,227.78
2020,67,ADMIN FOR CHILDREN'S SVCS,2019-08-26T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,45759.00,per Annum,1505,38166.17,296.5,10013.88,165.83
2020,67,ADMIN FOR CHILDREN'S SVCS,2016-05-16T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,CEASED,60327.00,per Annum,1400,45092.06,0,0.00,2298.12
2020,67,ADMIN FOR CHILDREN'S SVCS,2014-10-20T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1400,45571.05,5.5,189.52,1382.66
2020,67,ADMIN FOR CHILDREN'S SVCS,2006-04-10T00:00:00.000,MANHATTAN,CERTIFIED IT DEVELOPER,ACTIVE,101783.00,per Annum,1820,97211.36,0,0.00,6003.42
2020,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,86138.00,per Annum,1820,84807.59,239.75,13705.32,4908.19
2020,67,ADMIN FOR CHILDREN'S SVCS,2001-02-12T00:00:00.000,MANHATTAN,ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES,ACTIVE,105298.00,per Annum,1820,103698.00,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2004-08-23T00:00:00.000,QUEENS,AGENCY ATTORNEY,ACTIVE,82137.00,per Annum,1820,85378.48,116,6705.03,11651.55
2020,67,ADMIN FOR CHILDREN'S SVCS,1999-08-02T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,80666.00,per Annum,1820,78956.17,249.75,14189.37,13484.54
2020,67,ADMIN FOR CHILDREN'S SVCS,2005-06-20T00:00:00.000,MANHATTAN,TELECOMMUNICATIONS ASSOCIATE,ACTIVE,104176.00,per Annum,1820,98784.10,43.75,3033.17,5269.42
2020,67,ADMIN FOR CHILDREN'S SVCS,1997-09-15T00:00:00.000,BROOKLYN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,115927.00,per Annum,1820,107836.83,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,BROOKLYN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,109573.00,per Annum,1820,107908.30,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,2011-04-25T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,86096.00,per Annum,1820,84774.03,326.75,19260.24,4456.67
2020,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,BROOKLYN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,115927.00,per Annum,1820,108898.32,0,0.00,0.00
2020,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,BRONX,CHILD AND FAMILY SPECIALIST,ACTIVE,88061.00,per Annum,1820,86700.98,329.75,21004.25,1674.78
2020,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,86204.00,per Annum,1820,84872.49,327,20322.42,4972.40
